Title,cleaned_text,Bias
"House passes SAVE Act, requiring proof of U.S. citizenship for voter registration",hous repres pass safeguard american voter elig save act thursday would requir documentari proof us citizenship regist vote feder elect final vote one democrat absent due medic issu four democrat vote republican support bill four republican didnt vote,Lean Right
Democrats Question Social Security Administration Changes in Misleading Terms,abrupt chang staf procedur social secur administr coupl fals mislead claim widespread fraud prompt heat critic democrat statement leav wrong impress benefit cut expert share concern disorderli action trump administr could caus administr error disrupt propos chang benefit mandat law democrat cite sever concern action taken trump administr regard social secur administr late februari,Lean Left
"US revokes all South Sudan visas, bars future issuance until deportees accepted",secretari state marco rubio saturday announc us revok visa held south sudanes passport holder other issu effect immedi rubio attribut chang failur south sudan transit govern accept return repatri citizen time manner accord statement post x,Right
"Teen charged with killing parents also planned to assassinate Trump, FBI says",yearold wisconsin teen charg kill parent also accus plot assassin presid donald trump accord unseal affidavit fbi last month nikita casap waukesha charg kill mother yearold tatiana casap stepfath yearold donald mayer accus live corps two week offici say also conspir kill presid fbi accus casap conspiraci attempt assassin presid attempt use weapon mass destruct,Lean Left
"GOP-led states remove hundreds of thousands from voter rolls, finding non-citizens had registered",two republicanl state remov hundr thousand registr voter roll month anoth identifi hundr noncitizen voter voter list mainten,Lean Right
Mike Waltz Used Signal for More Sensitive National Security Chats: Report,us nation secur advis mike waltz use signal messag app host sensit discuss cabinet member wall street journal report cite two unnam offici among discuss thread broker peac russia ukrain militari oper accord journal newsweek could independ verifi report contact white hous press offic email outsid normal busi hour comment,Center
Trump Admin Needs to Reverse Biden Wokeness and Weaponization,weapon govern probabl hallmark administr joe biden ok weapon govern senil incoher rambl hallmark senil rambl gone infrastructur weapon remain fulli entrench agenc across feder govern presid donald trump need remov everyon involv effort use power govern polit purpos american weapon govern file bogu charg creat new law,Right
Cory Booker's Blab-a-Thon Underlines 'Fact-Checker' Tilt,april facebook pull plug censorship independ factcheck replac commun note approach like elon musk x use one upset censori leftw fact polic angi holan leader poynter institut intern factcheck network mark intern factcheck day proclaim need ever factcheck hold line realiti histori sake build evidencebas record withstand polit pressur fact check fals poynter politifact routin demonstr line realiti,Right
"Trump Blasts Fox News Pollster, WSJ",presid donald trump use social media platform thursday rebuk fox news pollster china love wall street journal outlet part rupert murdoch media empir rupert murdoch told year go get rid foxnew trump hate fake pollster never done trump post truth social,Right
"DOGE staffer 'Big Balls' provided tech support to cybercrime ring, records show",bestknown member elon musk us doge servic team technologist provid support cybercrim gang brag traffick stolen,Center
USAID Caught Red-Handed in Censorship Conspiracy,us agenc intern develop usaid allegedli implic vast governmentback censorship scheme accord intern document obtain law group america first legal ongo litig us depart state global engag center gec copi commun releas thursday reveal allianc among usaid gec british foreign commonwealth develop offic fcdo uk foreign affair ministri multipl media censorship firm work lockstep manipul public discours control media narr suppress free speech particularli dissent voic america first legal,Right
Trump wants to deport some US citizens to El Salvador,us presid donald trump said monday want deport violent crimin us citizen el salvador would incarcer agreement countri govern trump spoke journalist white hous state visit salvadoran presid nayib bukel,Center
The Liberal Media Is SIGNALing a lot of Bullcrap Right Now,liber america could upset encrypt messeng app slipup shambol exit afghanistan got american kill democrat think smell blood water mediamanufactur fallout leak signal chat stori continu make left giddi noth nation secur advis michael waltz set chat top offici includ secretari defens pete hegseth antihouthi oper accident ad notori antitrump fake news writer jeffrey goldberg editorinchief atlant claim topsecret war plan,Right
New York to release some prison inmates early over shortage of guard staff,new york state prison releas inmat earli system enough correct offic week state fire guard went strike poor work condit memo monday correct commission daniel martuscello direct prison leader begin identifi inmat convict minor crime alreadi set releas within day consid earli discharg,Left
Does Oklahoma rank #1 in profit per employee among Fortune 500 companies?,analysi data fortun measur profit per employe compani state found oklahoma rank allsid highlight content gigafact network newsroom respond onlin claim view full fact brief oklahoma watch,Center
UK government to take emergency control of British Steel,member parliament unit kingdom approv saturday plan take emerg control british steel blast furnac decis save steel plant industri town scunthorp follow emerg parliamentari session keir starmer govern recal lawmak easter recess pass law hous common allow busi secretari jonathan reynold direct compani board workforc ensur get paid order raw materi keep blast furnac run,Center
Fact Check Team: Supreme Court to review nationwide injunctions on birthright citizenship,suprem court set hear argument may case concern trump administr effort end birthright citizenship howev justic rule constitution polici instead consid whether lower court judg overstep issu nationwid injunct block polici take effect case stem execut order sign presid donald trump first day back offic execut order aim end automat citizenship children born unit,Right
Does Minnesota check death records before issuing Medicaid payments?,oversight occasion happen minnesota depart human servic review state death record identifi medicaid enrolle pass away allsid highlight content gigafact network newsroom respond onlin claim view full fact brief minnpost,Center
Student Loan Update as Trump Set to Order Department of Education Shutdown,presid donald trump set sign execut order thursday direct shutdown us educ depart fulfil campaign pledg elimin agenc long conserv target feder student loan payment feder fund student disabl individu disabl educ act idea titl fund lowincom school remain unchang order accord report howev educ secretari linda mcmahon develop plan bring fund closer state local importantli student white hous offici,Center
Trump administration threatens Harvard with foreign student ban,us govern threaten ban harvard univers enrol foreign student institut said would bow demand donald trump administr white hous demand oldest univers us make chang hire admiss teach practic say help fight antisemit campu homeland secur secretari kristi noem wednesday accus ivi leagu school threaten nation secur bend knee antisemit,Center
'Nothing has been done': Judge slams DOJ in case of wrongly deported man,feder judg overse case kilmar armando abrego garcia maryland man deport el salvador error slam govern handl case friday order justic depart provid daili updat effort bring back complianc go requir daili status daili updat us district judg paula xini said hear maryland friday go make record anyth govern,Lean Left
