Title,cleaned_text,Bias
What to Know About Trump's Day One Attack on Immigration,"Stephen Miller, a top advisor to Trump on immigration, arrives before the presidential inauguration. Julia Demaree Nikhinson/picture-alliance/dpa/AP Images  On his first day back in office, President Donald Trump signed around 10 executive orders to restrict immigration to the United States. ""With these actions, we will begin the complete restoration of America and the revolution of common sense,"" he said during his inauguration speech. ""It's all about common sense."" The promises, many pushed by top advisor Stephen Miller, were striking. Trump vowed to declare a ""national emergency"" and ""send troops"" to the US-Mexico border (even though border crossings have reached a low point at the end of the Biden administration), among other major actions. Asylum seekers and refugees will feel the consequences. And the executive orders are bound to get caught in legal fights. Here's a recap of Trump's day-one executive orders on immigration:  True to his campaign promise, Trump did issue an order to go into effect in 30 days to deny citizenship to certain US-born children if the mother does not have legal status or is on a temporary visa at the time of birth and the father is not a US citizen or legal permanent resident. That may sound complex. But the reality is simple: If Trump gets his way, no longer does being born in the US mean you're a citizen. It didn't take long for immigrant rights groups and several states to file lawsuits challenging the executive for violating the 14th Amendment of the constitution-and more than a century of legal precedent-that guarantees birthright citizenship. (We have written about the long crusade to kill birthright citizenship before.) Trump signed a blanket suspension on the resettlement of refugees until it ""aligns with the interests of the United States."" That suspension will go into effect on Monday, January 27 and last at least four months. It also mandates that states and local jurisdictions should have a larger role in the resettlement process. Alongside the suspension, Trump is bringing back the so-called ""Remain in Mexico"" policy: forcing tens of thousands of asylum seekers and migrants to wait in dangerous US-Mexico border towns as their cases go through the backlogged immigration courts. His administration also ended the use of the Biden-era CBP One phone application for asylum seekers to present at the border lawfully. (Appointments were canceled as a result, leaving thousands of people stranded.) Finally, he cited extraordinary presidential authorities to declare an ""invasion"" at the border and allow government officials to ""repel, repatriate, or remove"" migrants, including asylum seekers. As part of an executive order to protect ""the American people against an invasion,"" Trump revoked several presidential actions taken during the Biden administration. That includes an executive order that established a Department of Homeland Security task force to work on the reunification of families that had been separated at the border during the first Trump administration. As of March 2024, the task force had helped 795 children reunite with their parents. As I have reported, many families are still separated seven years later. Many of Trump's executive orders boost the detention and deportation apparatus his administration would need to conduct mass deportations. That includes the US military. Trump has declared a ""national emergency"" at the southern border in an effort to unlock federal authorities and additional resources and called on the Armed Forces-including reserves and the National Guard-to help the Department of Homeland Security with immigration enforcement. It also instructs the Department of Defense to provide support in the form of detention space and transportation airplanes.  Trump is moving to designate drug cartels and certain gangs-such as MS-13 and Tren de Aragua-as foreign terrorist organizations. This action prepares the terrain for Trump to invoke the Alien Enemies Act of 1798 to expedite detentions and deportations without due process. During his inauguration speech, the president said he would use this wartime statute to unleash the ""full and immense power of federal and state law enforcement"" against what he calls an ""invasion.""  Despite the breadth and depth of these presidential actions, this is just the beginning. The Trump administration is also upending the immigration system in hard-to-track ways: He has already fired several top officials in charge of the Department of Justice's Executive Office for Immigration Review that oversees the immigration courts, where there are an estimated 3.7 million pending cases. Trump also revoked a policy by the Biden administration discouraging US Immigration and Customs Enforcement (ICE) from arresting immigrants ""in or near protected areas"" such as schools, hospitals, and churches.  The federal government is on the attack. The administration has further signaled it will attempt to defund sanctuary cities and deny grants to organizations offering services to immigrants. It will also double down on cooperation agreements between ICE and local and state sheriffs and police departments. States and local authorities can still stand up to Trump's mass deportation plans. That will require key Democratic officials to take a stance. Notably, New York Mayor Eric Adams attended Trump's inauguration and later sat down for an interview with Tucker Carlson, instead of fighting back.  ",left
"FBI

Interim FBI director named after acting director's unexpected retirement

Jan 20","It has been a busy couple of days at the FBI, as a recent appointment by President Donald Trump gives the agency its third head in less than 48 hours. The appointment comes after the FBI's acting director unexpectedly retired Monday, Jan. 20. Brian Driscoll, recently appointed head of the FBI's field office in Newark, New Jersey, will now run the agency on an interim basis, according to an announcement by the Trump administration on Monday. Download the SAN app today to stay up-to-date with Unbiased. Straight Facts. Point phone camera here Christopher Wray, a Trump appointee to the role, resigned Sunday, Jan. 19, following through on his pledge to leave his post before the president returned to office.  Under Wray's leadership, the FBI conducted investigations into Trump, including a 2022 court-approved search for classified documents that involved agents entering Trump's house at Mar-a-Lago in Florida. Wray's resignation paved the way for Deputy Director Paul Abbate to run the bureau on an acting basis. However, Abbate unexpectedly announced his retirement Monday morning before Trump took office. That allowed the Trump administration to select Driscoll as interim director. President Trump nominated former National Security Council staffer Kash Patel to head the agency, which requires Senate confirmation. Patel has pledged to remove most senior FBI leadership, accusing them of weaponizing its powers against Trump.  Patel has also actively promoted the pro-Trump conspiracy theory QAnon, signing copies of a children's book he wrote about a character named ""King Donald"" with QAnon's motto beside his autograph.  RELATED STORIES",center
The Folly of Freeing Ross Ulbricht,"Over the course of his campaign, now-President Donald Trump said he would end taxes on tips. He promised to build ""freedom cities"" complete with flying cars. And, in an attempt to secure the endorsement of the Libertarian Party, he promised at their convention that he would commute the life sentence of Ross Ulbricht, the infamous founder of the online drug market Silk Road. ""If you vote for me, on Day One, I will commute the sentence of Ross Ulbricht,"" Trump said. ""We're going to get him home.""

Today he made good on that promise, granting Ulbricht a full and unconditional pardon.

Libertarians may be celebrating, but this was a grave misstep. It undermines the law-and-order, return-to-sanity platform that brought Trump back to the White House.",lean right
How key Republican senators are responding to Trump allies' primary threats,"DES MOINES, Iowa (AP) - From activists on the far right to Elon Musk, allies of President Donald Trump have been quick to threaten primary challengers for Republican senators who don't back his Cabinet picks and legislative priorities. In the case of Iowa's Joni Ernst, conservatives threatened to run against her if she didn't back Trump's pick for defense secretary, Pete Hegseth - before she announced she would. Louisiana's Bill Cassidy, a doctor before entering politics, is being closely watched for how he will question Robert F. Kennedy Jr., Trump's nominee for health secretary South Carolina's Lindsey Graham, a Trump confidant, has long been targeted by the far right in his state and was booed at a home-state rally during the 2024 presidential campaign. The Associated Press talked to people connected to five senators who have been targeted online or by rivals in their states. Here's a look at each of their potential races and what they face: Ernst prompted criticism from the right after she initially stopped short of endorsing Hegseth, who was confirmed by the Senate on Friday. Ernst voted ""yes."" A retired Iowa National Guard lieutenant colonel and Iraq War veteran, Ernst is also a sexual assault survivor. After Trump announced Hegseth's nomination, she said she hoped to discuss with him comments that he had made opposing women serving in combat roles, and about an allegation, which he denied and was not charged for, that he sexually assaulted a woman he met at a 2017 conference.  Hegseth, at Ernst's suggestion, affirmed that that ""every man and woman has opportunity to serve their country in uniform and to do so at any level as long as they are meeting the standards that are set forward."" Hegseth also said that if confirmed, he would appoint a senior-level official dedicated to sexual assault prevention and response. Potential challengers to Ernst: Conservative media figure Steve Deace, who posted on Facebook in December that ""I don't want to be a Senator, but I am willing to primary her for the good of the cause."" Iowa Attorney General Brenna Bird wrote in a December opinion piece in  that some unnamed ""D.C. politicians"" thought ""they can ignore the voices of their constituents and entertain smears"" from news media outlets. That prompted speculation that Bird, who endorsed Trump before the 2024 Iowa caucuses, might challenge Ernst, who stayed neutral beforehand. Charlie Kirk of the conservative group Turning Point also called for Ernst to face a primary. An effort to boost Hegseth's nomination led to Ernst's office receiving thousands of calls. Cause for concern: Neither Deace nor Bird has taken any public steps toward running. Some prominent social conservatives are bothered by Ernst's joining with a dozen Republicans and the Senate's Democratic majority in 2022 to support repealing the Defense of Marriage Act to recognize the validity of same-sex marriages. But she remains popular with Iowa's power players. ""Anyone who says with a straight face that they are going to beat Joni Ernst in a primary today is kidding themselves,"" said Luke Martz, an Iowa Republican consultant. ""It would be a fool's errand."" Tillis angered some on the right for not immediately supporting Trump's first pick for attorney general, former Florida Rep. Matt Gaetz. Though Gaetz withdrew from consideration, Tillis remains a frustration to some among North Carolina's right wing, in part for voting to repeal the Defense of Marriage Act. Potential challengers: Andy Nilsson, a onetime candidate for lieutenant governor, has filed paperwork to challenge Tillis. The retired businessman has called for a return to the Reagan-Bush Republican ethos, hardly an attack from the right. Tillis faced three Republican challengers in 2020, all posing as more conservative than him. Cause for concern: Tillis has reason to expect a right-wing challenge. That faction helped lift former Lt. Gov. Mark Robinson to the 2024 nomination for governor last year. But North Carolina is expected to be among the most competitive states for Senate Republicans to hold in 2026. Roy Cooper, a Democrat who just finished two terms as governor, has not ruled out running for the seat. National Republicans are aware of the risks of nominating someone too far to the right. Cooper's Democratic successor, Gov. Josh Stein, beat Robinson by nearly 15 percentage points in a state that Trump won by 3 points. To that end, Trump's team and Tillis have been working together behind the scenes, said former Gov. Pat McCrory, a fellow Republican. ""I anticipate there will be threats of challenging him from the right. But I also think he'll deal with it as he has, with hard work and a record of accomplishment,"" McCrory said. ""I think the incoming administration sees that."" ""They also see he's the best chance of keeping North Carolina red,"" he added. Cassidy remains vulnerable in large part due to his vote to convict Trump after his second impeachment over the siege of the U.S. Capitol. ""Our Constitution and our country is more important than any one person. I voted to convict President Trump because he is guilty,"" Cassidy said in a statement after the February 2021 vote. Cassidy, in his second term, has not yet announced whether he will seek a third. A gastroenterologist before he entered politics, Cassidy will be closely watched for how he votes on Kennedy, a longtime vaccine skeptic who has questioned medical consensus on several issues. Potential challengers: Cassidy has already drawn a Republican challenger, state Treasurer John Fleming. Fleming, a former U.S. House member from northern Louisiana, has said Cassidy's impeachment vote ""failed"" Louisiana. Former U.S. Rep. Garrett Graves of Baton Rouge is also a potential challenger, as is Blake Miguez, a state senator from New Iberia. Louisiana last year did away with its 50-year tradition of ""jungle primaries,"" where candidates from all parties ran in the same contest in November. Cassidy would now run in a closed Republican primary that might be more difficult if he faces one strong Trump-aligned challenger. Cause for concern: Cassidy's vote to convict Trump remains a sticking point for Republicans in a state the president won with 60% last year. But Cassidy is viewed as having strong constituent relations and visibility in the state, political observers say. ""Aside from that vote, I think he's considered a good senator, and good at constituent work,"" said Ellen Carmichael, a Louisiana Republican consultant and president of Washington-based Lafayette Company. ""The base is unhappy with the vote he cast. But I wouldn't count him out."" Cornyn in the past has been criticized within his own party for being too willing to work with Democrats and has drawn boos at GOP conventions in Texas. Commentator Tucker Carlson and others have urged a primary challenge against him. Last year, Cornyn told the Dallas Morning News that, ""God willing,"" he would seek reelection in 2026. According to federal filings, Cornyn had more than $3.5 million on hand in toward the end of 2024. Potential challengers: Texas Attorney General Ken Paxton is one of the state's most powerful Republicans and also suggested Cornyn should be primaried. Paxton was acquitted in a 2023 impeachment effort and fraud charges against him were dropped last year. Cornyn and Paxton have sniped at each other on X, with Paxton calling Cornyn ""anti-Trump"" and ""anti-gun"" and the senator firing back, ""Hard to run from prison, Ken."" Cause for concern: Brendan Steinhauser, a Republican strategist who has worked on Cornyn's previous campaigns, noted that the senator remains undefeated in elections. ""He's never taken a race for granted. I would expect him to work extremely hard and crisscross the state of Texas to earn every vote possible in this upcoming election, assuming he has a primary challenger,"" Steinhauser said. ""I think it's important for him to show the ways that he has worked with President Trump to enact the conservative America First agenda, and I would expect that would be a big part of his campaign message in a potential upcoming primary."" Seeking his fifth term, Graham will likely face primary challenges - he always has. County-level Republican parties have censured him a number of times for his willingness to work on bipartisan deals. One such measure derided Graham's ""condescending attitude"" to the party's grassroots organizers. He has even drawn boos at some events of the party faithful in his home state. That includes a July 2023 Trump rally in Pickens - in the county where Graham grew up - where objections from the crowd drowned out more than five minutes of his remarks. When he took the stage, Trump also elicited boos when he mentioned Graham's name. Graham has named a campaign leadership team, which says he has more than $15 million on hand, including nearly $1 million raised in the final quarter of 2024. Potential challengers: Rep. Ralph Norman represents South Carolina's 5th Congressional District south of Charlotte, North Carolina, and is a member of the House Freedom Caucus. Another possible opponent could be Adam Morgan, a former South Carolina legislator who lost a primary bid last year against another congressman, Rep. William Timmons. Cause for concern: While he was highly critical of Trump in 2016 when they competed for the Republican nomination, Graham has backed Trump ever since his first administration, frequently serving as his golf partner and Capitol Hill surrogate. Trump has backed him in turn. When the crowd in Pickens booed Graham's name, Trump said he was ""going to have to work on these people"" and added that Graham is ""there when you need him."" Kinnard reported from Washington.",left
These low-income Rust Belt voters supported Trump - and pray he won't slash their benefits â€º,"At his 2024 campaign rallies, Donald Trump repeatedly blamed President Joe Biden and Vice President Kamala Harris for inflation - which he promised to fix if he won the election. And that messaging proved effective: Trump, according to the Cook Political Report, won 312 electoral votes and defeated Democratic presidential nominee Harris by roughly 1.5 percent in the popular vote. One of the swing states that Trump won was Pennsylvania, where he promised low-income voters that he would bring down inflation if he won. According to Washington Post reporter Tim Craig, those voters will have a rude awakening if they experience benefit cuts during Trump's second administration. READ MORE:'Throwing in the towel': NYT columnist slammed for urging Trump critics to 'wish new admin well' In an article published the day after Christmas, Craig cites New Castle, Pennsylvania north of Pittsburgh as a place where Trump performed well among low-income voters. ""Trump carried the Pennsylvania city of New Castle by about 400 votes, becoming the first Republican presidential candidate to win here in nearly 70 years,"" Craig explains. ""More than 1 in 4 residents live in poverty, and the median income in this former steel and railroad hub ranks as one of the lowest in Pennsylvania. New Castle's poorest residents weren't alone in putting their faith in Trump. Network exit polls suggest he erased the advantage Democrats had with low-income voters across the country."" Craig adds, ""Fifty percent of voters from families with an income of less than $50,000 a year cast their ballots for Trump, according to the data, compared with 48 percent for Vice President Kamala Harris."" But now, according to Craig, ""low-income Americans who voted for Trump"" are hoping he will ""keep their benefits intact"" even though other Republicans are urging the president-elect ""to reduce federal spending."" READ MORE: 'Poor information ecosystem': How QAnon-style 'disinformation' made Trump victorious In New Castle, Craig notes, ""federal benefits""-including food stamps and Medicaid - ""have helped keep residents afloat."" Lori Mosura, a struggling New Castle resident, 2024 Trump voter and single mother who receives food stamps, told the Post, ""We helped get you in office; please take care of us. Please don't cut the things that help the most vulnerable."" READ MORE: Businesses are already 'capitulating to Trump' for fear of retribution Read the full Washington Post article at this link (subscription required).  ",left
'Literally holding our breath': J6 rioters having 'anxiety' over Trump 'silence' on pardons â€º,"Scores of participants in the January 6, 2021 siege on the U.S. Capitol are hoping that President-elect Donald Trump will follow through on his campaign promise to pardon them. Others are now no longer sure they can trust him. Politico legal correspondent Kyle Cheney reported Saturday that there is a heated debate among January 6 defendants over whether the incoming administration will issue blanket pardons, or only pardon a certain subset of defendants while leaving others out to dry. Trump supporter Brandon Straka - who was sentenced to three months of home confinement for his role in the insurrection - pushed for Trump to offer ""a word of reassurance"" that Capitol rioters could count on the president-elect to free them. ""The silence on the issue just exacerbates the victims' anxiety,"" Straka said, notably using the word ""victims"" to describe people who broke past multiple police lines and violently breached the Capitol while Congress attempted to certify the 2020 election. ""Hopefully some kind of messaging comes soon."" READ MORE: Jan. 6 rioter asks judge to postpone case due to 'expected scope of clemency' from Trump Previously, Trump was assumed to pardon the nearly 1,500 total defendants that Attorney General Merrick Garland's Department of Justice prosecuted since the attack. This reportedly included those held at the Washington, D.C. jail who served time for assaulting police officers. But Trump spokesperson Karoline Leavitt is now saying that the president-elect will evaluate January 6-related pardons on a ""case-by-case basis."" ""It is just a phrase. 'Case by case,' It isn't a policy, or a strategy, or anything,"" MAGA activist Suzzanne Monk wrote on X last week. ""It is a catch phrase the media is using to push the 'only some will be pardoned' narrative."" Cheney also reported that January 6 participants are unsure about whether they trust Attorney General-designate Pam Bondi to be open to pardons of rioters. She has so far been quiet about her plans for January 6 defendants, whereas previous Attorney General-designate Matt Gaetz - who pulled out of the confirmation process just eight days after he was nominated - was more vocal in his support for jailed insurrectionists. Kari Hoffman, whose husband, Luke is in jail for what she calls ""bogus assault charges,"" said she viewed Trump as a ""smart man"" who she hoped would pardon her husband. But she told Politico that the new ""case-by-case"" approach makes her nervous that he may remain behind bars. READ MORE: 'Slap in the face': Ex-Capitol policeman rips Trump over promised pardons of Jan. 6 rioters ""We are literally holding our breath over here, hoping that my husband is under this pardon,"" Hoffman told Cheney. Some defendants have adjusted their legal strategy in hopes that Trump would keep his word to pardon them. After the election, an attorney representing defendant Christopher Carnell - who was 18 when he entered the Capitol on January 6 - asked U.S. District Judge Beryl Howell to postpone proceedings in her client's case until more details emerged on Trump's presumed pardons. ""The Court has asked the parties to present status arguments on November 8, 2024, but as of today, Mr. Carnell is now awaiting further information from the Office of the President-elect regarding the timing and expected scope of clemency actions relevant to his case,"" read a filing by attorney Marina Medvin. Earlier this week, Reps. Andy Biggs (R-Ariz.) and Marjorie Taylor Greene (R-Ga.) posted calls for Trump to issue blanket pardons on their respective X accounts. Greene referred to participants in the riot attempting to violently overturn election results as ""patriotic Americans"" while Biggs called them ""political prisoners."" READ MORE: Nearly all J6 defendants Trump wants to pardon assaulted police officers: security experts Click here to read Politico's article in full.",left
10 Other Criminals Who Deserve a Pardon From Joe Biden,"President Joe Biden pardoned his crackhead son Hunter Biden earlier this week despite repeatedly claiming he would not. The announcement came as a shock to the handful of Americans who believed (without evidence) the president was an honest and principled politician committed to upholding the rule of law. Biden's decision to pardon Hunter-after lying about it for months-has thoroughly embarrassed these idiots, and suggests the president, sometimes referred to as ""Sleepy Joe,"" has zero f-s left to give with just a few weeks left in his term. We can't wait to see which degenerate criminals Biden will pardon next. In the meantime, here are 10 humble suggestions we hope he'll consider. 1) Sam Brinton The nonbinary genderfluid Biden administration official was never charged with a federal crime, but that doesn't mean he/she/they hasn't/haven't already committed one authorities don't know about. Brinton has yet to serve significant jail time despite facing multiple felony charges for stealing women's suitcases from airports in Virginia, Minnesota, and Nevada. Biden should go one step further and rehire Brinton, who was fired from the Department of Energy in 2022, after he pardons the marginalized sexual pioneer for any and all federal crimes. 2) Ryan Wesley Routh Sure, he tried to assassinate Donald Trump, but Routh is actually the victim here. The only thing he's guilty of is letting himself be groomed and radicalized by Ben Rhodes and other #Resistance icons who kept insisting that Trump was an existential threat to American democracy and world order. Routh took them at their word, even though Rhodes and company didn't actually believe it. They were just trying to get on MSNBC by saying what the producers wanted to hear. Don't blame the victim, Mr. President. Arrest Ben Rhodes, but pardon this lunatic.                  ",right
Biden administration finalizes crackdown on Chinese vehicles,"President Joe Biden's outgoing administration is finalizing rules on Tuesday that will effectively bar nearly all Chinese cars and trucks from the U.S. market, as part of a crackdown on vehicle software and hardware from China. Washington's latest move against Chinese vehicles comes after the Commerce Department said this month it was considering a similar crackdown on Chinese-made drones, in the wake of last year's steep tariff hikes on imports of its electric vehicles. ""It's really important because we don't want two million Chinese cars on the road and then realize ... we have a threat,"" Commerce Secretary Gina Raimondo told Reuters in an interview, citing national security concerns. In September, her department proposed a sweeping ban on key Chinese software and hardware in connected vehicles on American roads, with software prohibitions to take effect in the 2027 model year and those on hardware in 2029. They also bar Chinese car companies from testing self-driving cars on U.S. roads. The rules also cover Russian vehicles and components. The U.S. Commerce Department said in the final rules it was making some changes, such as exempting vehicles heavier than 10,000 pounds from the requirements, which would let China's BYD
continue to assemble electric buses in California. On Monday the department said it planned to soon propose rules barring Chinese software and hardware in larger commercial vehicles, including trucks and buses. A final decision will be up to the incoming Trump administration. In a shift, the department said the bans would not cover Chinese software developed before the new rules took effect, so long as it was not being maintained by a Chinese firm. That means General Motors
and Ford
could potentially continue to import some Chinese-made vehicles for U.S. buyers, a senior official told reporters. The Alliance for Automotive Innovation, representing GM, Toyota Motor
, Volkswagen
, Hyundai Motor
, and other major automakers, unsuccessfully sought an additional year to meet the hardware requirements. Polestar
, the Swedish automaker that is a brand of China's Geely warned in October that without changes the Commerce rule would ""effectively prohibit"" it from selling vehicles in the United States. An administration official said officials expect Polestar would need to seek specific authorization under the final rule. Polestar declined to comment. In September, the Biden admnistration finalized steep tariff hikes on Chinese electric vehicle imports and this month it put key Chinese battery company CATL on a list of firms accused of aiding the country's military. President-elect Donald Trump, who takes office on Jan. 20, wants to prevent Chinese auto imports but is open to Chinese automakers building vehicles in the United States.",center
South Korean prosecutors indict impeached President Yoon Suk Yeol over his martial law,"SEOUL, South Korea (AP) - South Korean prosecutors on Sunday indicted impeached President Yoon Suk Yeol on rebellion in connection with his short-lived imposition of martial law, a criminal charge that could incur the death penalty or life imprisonment if convicted. This is the latest blow to Yoon, who was impeached and arrested over his Dec. 3 martial law decree that plunged the country into political turmoil, shook its financial markets and hurt its international image. Separate from criminal judicial proceedings, the Constitutional Court is now deliberating whether to formally dismiss Yoon as president or reinstate him. Yoon has become South Korea's first president who has been indicted while in office. He will remain jailed and be escorted from a detention facility to a Seoul court for hearings in the trial, which is expected to last about six months. Prosecutors said in a statement that they indicted Yoon on charges that he directed a rebellion when he imposed martial law. Investigative authorities have earlier alleged that Yoon's imposition of martial law amounted to rebellion, because he staged riots with the purpose of undermining the constitution. Yoon's defense team lashed out at the indictment, calling it ""the worst decision"" by prosecutors who they say are trying to curry favor with political forces who want Yoon's exit. ""Today's indictment of the president will remain as a shame in the history of South Korean prosecutors that they cannot erase,"" Yoon's defense team said in a statement. ""We stress once again that a president's declaration of martial law can never be rebellion.""  Yoon has presidential immunity from most criminal prosecutions, but the privilege doesn't extend to allegations of rebellion or treason. By law in South Korea, the leader of a rebellion can face a life sentence or capital punishment. Yoon, a conservative, has steadfastly denied any wrongdoing, describing his declaration of martial law as a legitimate act of governance meant to raise public awareness of the danger of the liberal-controlled National Assembly, which obstructed his agenda and impeached top officials. During his announcement of martial law, Yoon called the assembly ""a den of criminals"" and vowed to eliminate ""shameless North Korea followers and anti-state forces."" After declaring martial law on Dec. 3, Yoon sent troops and police officers to the assembly, but enough lawmakers still managed to enter an assembly chamber to vote down Yoon's decree unanimously, forcing his Cabinet to lift it. The martial law imposition, the first of its kind in South Korea in more than four decades, lasted only six hours. However, it evoked painful memories of past dictatorial rules in South Korea in the 1960s-80s when military-backed rulers used martial laws and emergency decrees to suppress opponents. South Korea's constitution gives the president the power to declare martial law to keep order in wartime and other comparable emergency states, but many experts say the country wasn't under such conditions when Yoon declared martial law. Yoon insists that he had no intentions of disrupting assembly work, including its floor vote on his decree and that deploying troops and police forces was meant to maintain order. But commanders of military units sent to the assembly have told assembly hearings or investigators that Yoon ordered them to drag out lawmakers to prevent them from overturning his decree. Investigations on Yoon have intensified the country's already serious internal division, with rival protesters regularly staging rallies in downtown Seoul. After a local court on Jan. 19 approved a formal arrest warrant to extend Yoon's detention, dozens of his supporters stormed the court building, destroying windows, doors and other property. They also attacked police officers with bricks, steel pipes and other objects. The violence left 17 police officers injured, and police said that they detained 46 protesters. Yoon earlier resisted efforts by investigative authorities to question or detain him. He then was apprehended on Jan. 15 in a huge law enforcement operation at his presidential compound. Leading Yoon's investigation was the Corruption Investigation Office for High-Ranking Officials, but Yoon has refused to attend CIO questioning sessions since being detained, saying it has no legal authority to investigate rebellion allegations. The CIO has said that it can investigate Yoon's rebellion allegation because it's related to his purported abuse of power and other allegations. The CIO handed over Yoon's case to the Seoul prosecutors' office on Friday and asked it to indict him on charges of rebellion, abuse of power and obstruction of the National Assembly. Prosecutors said they indicted Yoon only on rebellion, considering that Yoon had presidential immunity from other charges. Yoon's defense minister, police chief and several other military commanders have already been arrested on alleged rebellion, abuse of power and other charges related to the martial law decree. If the Constitutional Court rules to drive Yoon out of office, a national election to choose his successor must be held within two months. Recent public surveys show that governing and opposition party candidates are running neck-and-neck in a possible presidential by-election race.",left
'MAGA Granny' Rejects Trump Pardon,"One of the oldest Capitol rioters has turned down a pardon issued by President Donald Trump to some 1,500 convicts in the Jan. 6 insurrection. Pamela Hemphill, 71, said she no longer wanted to participate in efforts to ""rewrite history."" ""Accepting the pardon would be an insult to the Capitol Police officers, to the rule of law, to our nation,"" she told the Idaho Statesman. In a separate interview with The New York Times, Hemphill said accepting a pardon would mean ""continuing their propaganda, their gaslighting, and all their falsehoods they're putting out there about Jan. 6.""  Hemphill was dubbed the ""MAGA Granny"" after she joined hundreds of people who stormed the Capitol to stop the certification of former President Joe Biden's election win in 2021. But she's no longer under the spell of the ""the Trump cult."" ""You don't see it as a cult when you're in it,"" she told  last year. ""You don't recognize it."" Hemphill, a retired substance abuse counselor from Idaho, has since become an outspoken critic of Trump on social media. ""I will refuse a pardon from felon Trump!"" she wrote on X after word began to spread that Trump would pardon Capitol rioters.  Hours after he was sworn in as the 47th president, Trump signed an order granting ""complete and unconditional pardon"" for about 1,500 insurrectionists. Five people, including a police officer, died in the violent riot. Another four officers died by suicide in the aftermath. Prominent Republican senators have condemned Trump's sweeping pardons. ""I do fear the message that is sent to these great men and women that stood by us,"" Alaska Senator Lisa Murkowski told CNN.",left
Trump's poorest supporters are in for a rude awakening,                               ,left
"Hegseth's Nomination Advances; He Told Senator He Paid $50,000 to Accuser","The journey for Pete Hegseth to become the next secretary of defense passed a hurdle Thursday as the Senate voted to advance his nomination.   reported the nomination was passed with a vote of 51-49. His final confirmation could come by the end of this week. Republican Sens. Lisa Murkowski (Alaska) and Susan Collins (Maine) joined all Democrats in voting against the nomination where a simple majority is needed for it to pass to the next level. Murkowski voiced her disapproval of Hegseth by saying his past behavior showed a ""lack of judgment"" and ""unbecoming of someone who would lead our armed forces."" Collins said after the vote she had asked Hegseth about his stance on women serving in the military. In his hearing, he said he was not opposed to women serving in combat as long standards remain high.  However, Collins said she is ""not convinced that his position on women serving in combat roles has changed."" Armed Services Committee Chairman Roger Wicker (R-Miss.) assured the nominee would be confirmed Friday. However, he did state, ""I was not surprised and I do understand,"" when asked about the opposition from  Murkowski and Collins. The road for Hegseth to get this far has been a bumpy one as allegations swirl about alcohol abuse, a sexual assault and the financial mismanagement of organizations he led. The Associated Press reported that Hegseth said he paid $50,000 to a woman who accused him of sexual assault in 2017. This was part of the answers he provided to Sen. Elizabeth Warren (D-Mass.) during the confirmation process. Hegseth's attorney, Timothy Parlatore, confirmed in November that the settlement payment had been made.  Hegseth has denied the allegation, saying he was ""falsely accused"" and cleared. As AP reported, ""Parlatore has said the payment was made as part of a confidential settlement a few years after the police investigation because Hegseth was concerned that she was prepared to sue and that could have gotten him fired from Fox News, where he was a popular host.""",right
"Getty Images

Meta denies forcing users to follow new official Trump, Vance accounts

Jan 22","With a new administration taking office, many Facebook and Instagram users were left confused after discovering they were following President Donald Trump and Vice President JD Vance. The episode has Meta denying any efforts to force users to follow or like the pages of the new president and vice president. As is standard protocol when a new administration takes office, the Trump team gained control of the accounts for the White House, president, vice president, first lady and second lady on social media. Download the SAN app today to stay up-to-date with Unbiased. Straight Facts. Point phone camera here If users liked those pages under Presidents Barack Obama, Donald Trump or Joe Biden, those likes and follows carried over to the new administration. However, some users on social media said they unfollowed the accounts, only to be re-following them shortly thereafter. In response, Meta spokesperson Andy Stone said, ""This is the same procedure we followed during the last presidential transition. It may take some time for follow and unfollow requests to go through as these accounts change hands."" The scrutiny on Meta comes just a few weeks after the company dropped its fact-checking and loosened its moderation guidelines on what it describes as hateful conduct. Meta CEO Mark Zuckerberg has built closer ties with Trump in recent months. Zuckerberg attended Trump's inauguration and Meta also donated $1 million to the president's inaugural fund. RELATED STORIES",center
